system_id,ligand_ccd_code,cluster,ligand_molecular_weight,ligand_instance_chain,ligand_num_rot_bonds,ligand_tpsa,ligand_num_unique_interactions,ligand_num_heavy_atoms,ligand_is_proper,entry_pdb_id,entry_keywords,ligand_num_rings,ligand_num_pocket_residues,ligand_smiles,num_training_systems_with_similar_ccds,group_key,query_system,target_system,pli_qcov,pli_unique_qcov,pocket_fident,pocket_fident_qcov,pocket_lddt,pocket_lddt_qcov,pocket_qcov,protein_fident_max,protein_fident_qcov_max,protein_fident_qcov_weighted_max,protein_fident_qcov_weighted_sum,protein_fident_weighted_max,protein_fident_weighted_sum,protein_lddt_max,protein_lddt_qcov_max,protein_lddt_qcov_weighted_max,protein_lddt_qcov_weighted_sum,protein_lddt_weighted_max,protein_lddt_weighted_sum,protein_qcov_max,protein_qcov_weighted_max,protein_qcov_weighted_sum,protein_seqsim_max,protein_seqsim_qcov_max,protein_seqsim_qcov_weighted_max,protein_seqsim_qcov_weighted_sum,protein_seqsim_weighted_max,protein_seqsim_weighted_sum,query_ligand_instance_chain,color,shape,sucos_protein,sucos_shape,sucos_protein_pocket_qcov,sucos_protein_pocket_lddt_qcov,sucos_shape_pocket_qcov,sucos_shape_pocket_lddt_qcov,shape_pocket_qcov,shape_pocket_lddt_qcov,color_pocket_qcov,color_pocket_lddt_qcov,target_release_date,release_date_before_cutoff,query_system_pli_qcov,target_system_pli_qcov,pli_qcov_pli_qcov,pli_unique_qcov_pli_qcov,pocket_fident_pli_qcov,pocket_fident_qcov_pli_qcov,pocket_lddt_pli_qcov,pocket_lddt_qcov_pli_qcov,pocket_qcov_pli_qcov,protein_fident_max_pli_qcov,protein_fident_qcov_max_pli_qcov,protein_fident_qcov_weighted_max_pli_qcov,protein_fident_qcov_weighted_sum_pli_qcov,protein_fident_weighted_max_pli_qcov,protein_fident_weighted_sum_pli_qcov,protein_lddt_max_pli_qcov,protein_lddt_qcov_max_pli_qcov,protein_lddt_qcov_weighted_max_pli_qcov,protein_lddt_qcov_weighted_sum_pli_qcov,protein_lddt_weighted_max_pli_qcov,protein_lddt_weighted_sum_pli_qcov,protein_qcov_max_pli_qcov,protein_qcov_weighted_max_pli_qcov,protein_qcov_weighted_sum_pli_qcov,protein_seqsim_max_pli_qcov,protein_seqsim_qcov_max_pli_qcov,protein_seqsim_qcov_weighted_max_pli_qcov,protein_seqsim_qcov_weighted_sum_pli_qcov,protein_seqsim_weighted_max_pli_qcov,protein_seqsim_weighted_sum_pli_qcov,query_ligand_instance_chain_pli_qcov,color_pli_qcov,shape_pli_qcov,sucos_protein_pli_qcov,sucos_shape_pli_qcov,tanimoto_pli_qcov,sucos_protein_pocket_qcov_pli_qcov,sucos_protein_pocket_lddt_qcov_pli_qcov,sucos_shape_pocket_qcov_pli_qcov,sucos_shape_pocket_lddt_qcov_pli_qcov,shape_pocket_qcov_pli_qcov,shape_pocket_lddt_qcov_pli_qcov,color_pocket_qcov_pli_qcov,color_pocket_lddt_qcov_pli_qcov,target_release_date_pli_qcov,release_date_before_cutoff_pli_qcov,num_ligand_chains,num_protein_chains,num_proper_ligand_chains,release_date,sucos_shape_pocket_qcov_2023,topological_tanimoto,morgan_tanimoto,pocket_qcov_alone
7sqn__1__1.A__1.B_1.E,FAD,c56,785.1571346159997,1.B,13,362.9299999999999,26,53,True,7sqn,OXIDOREDUCTASE,6,48,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO[P@@](=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C,6818,7sqn__1__1.A__1.B_1.E__1.B,7sqn__1__1.A__1.B_1.E,7myb__1__1.A__1.C_1.D_1.F,81.0,59.0,92.0,91.0,95.0,93.0,98.0,66.0,66.0,66.0,66.0,66.0,66.0,87.0,87.0,87.0,87.0,87.0,87.0,100.0,100.0,100.0,81.0,81.0,81.0,81.0,81.0,81.0,1.B,78.71004311588395,99.31636184404054,80.79947558694118,94.4266246879685,79.18348607520235,75.1435122958553,92.53809219420911,87.81676095981071,97.33003460715972,92.3642165149577,77.13584225356627,73.20034009777207,2021-09-29,True,7sqn__1__1.A__1.B_1.E,4jny__1__1.A__1.B_1.C,95.0,72.0,98.0,96.0,100.0,98.0,98.0,97.0,97.0,97.0,97.0,97.0,97.0,95.0,95.0,95.0,95.0,95.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.B,45.93006734124111,99.5359134926852,94.45748775111844,73.83177443548065,1.0,92.56833799609606,92.56833799609606,72.35513894677104,72.35513894677104,97.54519522283152,97.54519522283152,45.01146599441629,45.01146599441629,2013-08-28,True,2,1,2,2022-01-19,100.0,100.0,100.0,98.0
7sqn__1__1.A__1.B_1.E,A8G,c56,102.031694052,1.E,1,46.53,6,7,True,7sqn,OXIDOREDUCTASE,1,14,O=C(O)[C@@H]1CCO1,0,7sqn__1__1.A__1.B_1.E__1.E,7sqn__1__1.A__1.B_1.E,5kf6__3__1.B__1.J_1.L,81.0,62.0,92.0,91.0,95.0,93.0,98.0,66.0,65.0,65.0,65.0,66.0,66.0,87.0,86.0,86.0,86.0,87.0,87.0,100.0,100.0,100.0,82.0,82.0,82.0,82.0,82.0,82.0,1.E,84.5686122425385,96.85000099472718,84.94625566494307,94.72787453022976,83.2473305516442,79.00001776839706,92.83331703962516,88.09692331311368,94.91300097483264,90.07050092509628,82.87723999768774,78.64880938556081,2016-10-05,True,7sqn__1__1.A__1.B_1.E,4jny__2__2.A__2.B_2.C,95.0,72.0,98.0,96.0,100.0,98.0,98.0,97.0,97.0,97.0,97.0,97.0,97.0,95.0,95.0,95.0,95.0,95.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.E,37.665703475856574,96.91536623986735,0.0,87.60280246773917,0.5205479452054794,0.0,0.0,85.85074641838438,85.85074641838438,94.97705891507,94.97705891507,36.91238940633944,36.91238940633944,2013-08-28,True,2,1,2,2022-01-19,100.0,52.054794520547944,75.0,98.0
7sqm__1__1.A__1.B,A5G,c306,349.117272984,1.B,2,59.45,6,24,True,7sqm,ANTIVIRAL PROTEIN,4,33,CC1(N)CCN(c2nn3c(-c4ccc(F)cc4F)cnc3s2)CC1,0,7sqm__1__1.A__1.B__1.B,7sqm__1__1.A__1.B,3f2n__1__1.A__1.B,29.0,50.0,100.0,76.0,98.0,74.0,76.0,100.0,95.0,95.0,95.0,100.0,100.0,96.0,91.0,91.0,91.0,96.0,96.0,95.0,95.0,95.0,100.0,95.0,95.0,95.0,100.0,100.0,1.B,34.47724932007779,78.61609318778895,50.83897538490119,65.65625687243532,38.637621292524905,37.62084178482688,49.89875522305084,48.58563008560214,59.7482308227196,58.175908958963824,26.20270948325912,25.513164496857563,2008-12-02,True,7sqm__1__1.A__1.B,7avq__1__1.A__1.B,71.0,50.0,100.0,76.0,97.0,73.0,76.0,100.0,95.0,95.0,95.0,100.0,100.0,96.0,91.0,91.0,91.0,96.0,96.0,95.0,95.0,95.0,100.0,95.0,95.0,95.0,100.0,100.0,1.B,14.140713814992916,73.1953398167451,35.511434615427305,41.195281833610025,0.4879261363636363,26.988690307724752,25.92334726926193,31.30841419354362,30.07255573853532,55.62845826072628,53.432598066223925,10.746942499394615,10.32272108494483,2020-11-18,True,1,1,1,2021-12-29,100.0,48.0,18.75,76.0
8sqg__1__1.A__1.C_1.D,BCT,c46,60.99311747191,1.C,0,60.36,0,4,False,8sqg,HYDROLASE/INHIBITOR,0,4,O=C([O-])O,0,8sqg__1__1.A__1.C_1.D__1.C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2024-01-03,,,,
8sqg__1__1.A__1.C_1.D,X6Q,c46,435.131802012,1.D,9,122.16,11,32,True,8sqg,HYDROLASE/INHIBITOR,3,20,CNC(=O)COc1cc(C(=O)O)cc(-c2ccc(C(=O)O)c(OCc3ccccc3)c2)c1,0,8sqg__1__1.A__1.C_1.D__1.D,8sqg__1__1.A__1.C_1.D,5qal__2__1.B__1.H,23.0,18.0,100.0,85.0,100.0,85.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.D,30.9542231147886,55.20560113084303,20.72351512619556,67.91902870184944,17.614987857266225,17.614987857266225,57.73117439657202,57.73117439657202,46.92476096121657,46.92476096121657,26.311089647570306,26.311089647570306,2018-01-10,True,8sqg__1__1.A__1.C_1.D,5qan__4__1.D__1.J_1.K,69.0,45.0,100.0,90.0,100.0,90.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.D,9.177184916830496,49.74600713838828,20.295440213710894,41.01772896820754,0.3682266009852217,18.26589619233981,18.26589619233981,36.91595607138679,36.91595607138679,44.771406424549454,44.771406424549454,8.259466425147446,8.259466425147446,2018-01-10,True,2,1,1,2024-01-03,61.57215786942076,38.79194630872483,26.666666666666668,100.0
8ccj__1__1.A_2.A__1.B_1.J,FAD,c412,785.1571346159997,1.B,13,362.9299999999999,26,53,True,8ccj,OXIDOREDUCTASE,6,57,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO[P@@](=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C,6818,8ccj__1__1.A_2.A__1.B_1.J__1.B,8ccj__1__1.A_2.A__1.B_1.J,2q7v__1__1.A_1.B__1.C,57.0,50.0,56.0,56.0,86.0,86.0,100.0,49.0,49.0,49.0,49.0,49.0,49.0,88.0,88.0,88.0,88.0,88.0,88.0,100.0,100.0,100.0,63.0,62.0,62.0,62.0,63.0,63.0,1.B,61.895706555401645,92.93187069394698,73.65580016405548,83.49030712338237,73.65580016405548,63.34398814108771,83.49030712338237,71.80166412610883,92.93187069394698,79.9214087967944,61.895706555401645,53.23030763764542,2008-07-08,True,8ccj__1__1.A_2.A__1.B_1.J,2q0l__1__1.A_1.B__1.E,68.0,58.0,54.0,53.0,84.0,78.0,93.0,37.0,37.0,37.0,37.0,37.0,37.0,84.0,84.0,84.0,84.0,84.0,84.0,100.0,100.0,100.0,54.0,54.0,54.0,54.0,54.0,54.0,1.B,58.64560718838728,90.40325187181,62.431573202707405,81.21079196185312,1.0,58.06136307851789,48.696627098111776,75.5260365245234,63.34441773024543,84.07502424078332,70.51453646001181,54.54041468520017,45.74357360694208,2007-07-03,True,2,2,1,2024-02-07,83.49030712338237,100.0,100.0,100.0
8ccj__1__1.A_2.A__1.B_1.J,MG,c412,23.98394454018,1.J,0,0.0,0,1,False,8ccj,OXIDOREDUCTASE,0,9,[Mg+2],0,8ccj__1__1.A_2.A__1.B_1.J__1.J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2024-02-07,,,,
7kad__1__1.A__1.E_1.F,W9Y,c38,480.2332473639999,1.E,12,199.06,6,34,True,7kad,HYDROLASE,3,27,O=[N+]([O-])c1cc(-n2ccnn2)ccc1NCCCCCCN[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,0,7kad__1__1.A__1.E_1.F__1.E,7kad__1__1.A__1.E_1.F,7k9o__2__1.C__1.BA_1.PA,86.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.E,55.54961362187933,88.44433863706678,78.77524527951263,80.42807620251715,78.77524527951263,78.77524527951263,80.42807620251715,80.42807620251715,88.44433863706678,88.44433863706678,55.54961362187933,55.54961362187933,2021-09-29,True,7kad__1__1.A__1.E_1.F,7k9o__2__1.C__1.BA_1.PA,86.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.E,55.54961362187933,88.44433863706678,78.77524527951263,80.42807620251715,0.876604146100691,78.77524527951263,78.77524527951263,80.42807620251715,80.42807620251715,88.44433863706678,88.44433863706678,55.54961362187933,55.54961362187933,2021-09-29,True,2,1,1,2021-10-06,100.0,87.6604146100691,80.0,100.0
7kad__1__1.A__1.E_1.F,EDO,c38,62.036779432,1.F,1,40.46,0,4,False,7kad,HYDROLASE,0,3,OCCO,0,7kad__1__1.A__1.E_1.F__1.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2021-10-06,100.0,,,
8fp5__1__1.A__1.C_1.D,ATP,c1,506.9957454619998,1.C,8,279.13,15,31,True,8fp5,"Cell Cycle, Transferase",3,29,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,23583,8fp5__1__1.A__1.C_1.D__1.C,8fp5__1__1.A__1.C_1.D,1hck__1__1.A__1.B_1.C,67.0,60.0,100.0,100.0,98.0,98.0,100.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,54.506137287755486,97.10277068461778,85.07537312285626,86.77440457383307,85.07537312285626,83.37386566039913,86.77440457383307,85.0389164823564,97.10277068461778,95.16071527092542,54.506137287755486,53.416014542000376,1996-12-07,True,8fp5__1__1.A__1.C_1.D,1hck__1__1.A__1.B_1.C,67.0,60.0,100.0,100.0,98.0,98.0,100.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,54.506137287755486,97.10277068461778,85.07537312285626,86.77440457383307,1.0,85.07537312285626,83.37386566039913,86.77440457383307,85.0389164823564,97.10277068461778,95.16071527092542,54.506137287755486,53.416014542000376,1996-12-07,True,2,1,1,2023-05-31,100.0,100.0,100.0,100.0
8fp5__1__1.A__1.C_1.D,MG,c1,23.98394454018,1.D,0,0.0,2,1,False,8fp5,"Cell Cycle, Transferase",0,6,[Mg+2],0,8fp5__1__1.A__1.C_1.D__1.D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2023-05-31,100.0,,,
8fp1__1__1.A__1.B,XXF,c1,422.162187036,1.B,2,81.07000000000001,8,30,True,8fp1,TRANSFERASE/INHIBITOR,5,28,CN1CCC2(CC1)CN(c1ncnc3[nH]c(Cl)c(-c4cccc(C#N)c4)c13)CCO2,0,8fp1__1__1.A__1.B__1.B,8fp1__1__1.A__1.B,4u8z__1__1.A__1.C,62.0,62.0,61.0,61.0,69.0,64.0,82.0,24.0,21.0,21.0,21.0,24.0,24.0,68.0,58.0,58.0,58.0,68.0,68.0,84.0,84.0,84.0,43.0,36.0,36.0,36.0,43.0,43.0,1.B,70.55055899008936,80.74283141600722,44.44520372838547,84.73188949745175,36.44506705727608,28.444930386166703,69.48014938791043,54.22840927836912,66.20912176112591,51.67541210624462,57.85145837187327,45.15235775365719,2015-03-18,True,8fp1__1__1.A__1.B,3otu__1__1.A__1.C,100.0,100.0,43.0,39.0,60.0,51.0,75.0,36.0,31.0,31.0,31.0,36.0,36.0,77.0,66.0,66.0,66.0,77.0,77.0,86.0,86.0,86.0,53.0,46.0,46.0,46.0,53.0,53.0,1.B,11.776342731243474,68.54211574902052,38.44124786857032,53.06024516743416,0.4309133489461358,28.830935901427736,19.60503641297086,39.79518387557562,27.06072503539142,51.40658681176539,34.956479032000466,8.832257048432606,6.005934792934172,2011-03-23,True,1,1,1,2023-04-05,100.0,71.96787148594377,46.57534246575342,89.0
8b5s__1__1.B__1.D,UPG,c187,566.0550205679997,1.D,9,296.98999999999995,21,36,True,8b5s,TRANSFERASE,3,34,O=c1ccn([C@@H]2O[C@H](CO[P@](=O)(O)O[P@](=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,664,8b5s__1__1.B__1.D__1.D,8b5s__1__1.B__1.D,2iw1__1__1.A__1.B,54.0,52.0,71.0,71.0,93.0,93.0,100.0,50.0,50.0,50.0,50.0,50.0,50.0,91.0,90.0,90.0,90.0,91.0,91.0,99.0,99.0,99.0,65.0,65.0,65.0,65.0,65.0,65.0,1.D,28.077324790203512,76.29261543009345,64.69025762482852,62.53163347124783,64.69025762482852,60.16193959109052,62.53163347124783,58.154419128260486,76.29261543009345,70.95213234998691,28.077324790203512,26.111912054889267,2006-10-11,True,8b5s__1__1.B__1.D,2iw1__1__1.A__1.B,54.0,52.0,71.0,71.0,93.0,93.0,100.0,50.0,50.0,50.0,50.0,50.0,50.0,91.0,90.0,90.0,90.0,91.0,91.0,99.0,99.0,99.0,65.0,65.0,65.0,65.0,65.0,65.0,1.D,28.077324790203512,76.29261543009345,64.69025762482852,62.53163347124783,0.9121466768525592,64.69025762482852,60.16193959109052,62.53163347124783,58.154419128260486,76.29261543009345,70.95213234998691,28.077324790203512,26.111912054889267,2006-10-11,True,1,1,1,2023-10-04,62.53163347124783,91.21466768525592,86.88524590163934,100.0
8j3c__1__1.A__1.B_1.C,CO,c9,58.93209784018,1.B,0,0.0,4,1,False,8j3c,OXIDOREDUCTASE,0,10,[Co+2],0,8j3c__1__1.A__1.B_1.C__1.B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2024-04-17,,,,
8j3c__1__1.A__1.B_1.C,SZO,c9,374.126657056,1.C,3,89.25999999999999,10,28,True,8j3c,OXIDOREDUCTASE,4,27,Cc1c(C(=O)C2=C(O)CCCC2=O)ccc2ncn(-c3ccccc3)c(=O)c12,0,8j3c__1__1.A__1.B_1.C__1.C,8j3c__1__1.A__1.B_1.C,6lgt__1__1.A__1.B_1.C,55.0,50.0,100.0,89.0,99.0,88.0,89.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,56.323913274549966,87.9599532395827,71.63322076139855,86.42414523608709,63.75356647764471,63.03723427003072,76.9174892601175,76.05324780775663,78.28435838322861,77.40475885083278,50.12828281434947,49.56504368160397,2020-10-14,True,8j3c__1__1.A__1.B_1.C,1sqi__1__1.A__1.C_1.E,64.0,40.0,81.0,74.0,77.0,69.0,85.0,32.0,31.0,31.0,31.0,32.0,32.0,72.0,69.0,69.0,69.0,72.0,72.0,97.0,97.0,97.0,50.0,49.0,49.0,49.0,50.0,50.0,1.C,12.668421288836182,68.16513392497488,46.67958590651138,60.04299939158375,0.4341405788541051,39.67764802053467,32.208914275492845,51.03654948284618,41.42966958019279,57.94036383622865,47.03394240823266,10.768158095510756,8.741210689296965,2004-08-17,True,2,1,1,2024-04-17,88.88942307692308,63.40450771055753,29.48717948717949,93.0
8j30__1__1.A__1.C,UPG,c815,566.0550205679997,1.C,9,296.98999999999995,13,36,True,8j30,TRANSFERASE,3,33,O=c1ccn([C@@H]2O[C@H](CO[P@](=O)(O)O[P@](=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,664,8j30__1__1.A__1.C__1.C,8j30__1__1.A__1.C,3q3h__1__1.A__1.C,71.0,54.0,100.0,64.0,98.0,62.0,64.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,30.830014513206876,61.305205828399245,48.43221509007568,56.34494313209435,30.99661765764844,30.02797335584692,36.060763604540384,34.933864741898496,39.23533173017552,38.00922761360753,19.7312092884524,19.11460899818826,2011-08-24,True,8j30__1__1.A__1.C,3q3h__1__1.A__1.C,71.0,54.0,100.0,64.0,98.0,62.0,64.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,30.830014513206876,61.305205828399245,48.43221509007568,56.34494313209435,0.8582028029678483,30.99661765764844,30.02797335584692,36.060763604540384,34.933864741898496,39.23533173017552,38.00922761360753,19.7312092884524,19.11460899818826,2011-08-24,True,1,1,1,2023-08-16,36.060763604540384,85.82028029678483,72.88135593220339,70.0
8haq__1__1.A__1.C,L1N,c145,449.06163134,1.C,5,120.33,9,31,True,8haq,TRANSFERASE,5,24,O=S(=O)(Nc1ccccn1)c1ccc(/N=C/c2c(O)[nH]c3ccc4ncsc4c23)cc1,0,8haq__1__1.A__1.C__1.C,8haq__1__1.A__1.C,1fvv__2__1.C__1.F,70.0,56.0,46.0,46.0,78.0,75.0,92.0,20.0,19.0,19.0,19.0,20.0,20.0,65.0,62.0,62.0,62.0,65.0,65.0,95.0,95.0,95.0,43.0,41.0,41.0,41.0,43.0,43.0,1.C,44.24523726380586,91.0044153158482,33.36856932574515,82.79572711657491,30.699083779685537,25.026426994308864,76.17206894724892,62.09679533743118,83.72406209058035,68.25331148688616,40.705618282701394,33.1839279478544,2001-01-17,True,8haq__1__1.A__1.C,2r64__1__1.A__1.B,80.0,78.0,46.0,46.0,77.0,68.0,83.0,23.0,22.0,22.0,22.0,23.0,23.0,66.0,64.0,64.0,64.0,66.0,66.0,97.0,97.0,97.0,44.0,43.0,43.0,43.0,44.0,44.0,1.C,15.960445227436129,64.75016590775853,48.40236882670436,48.70087815509533,0.3943841735800893,40.173966126164615,32.91361080215897,40.421728868729126,33.11659714546483,53.74263770343958,44.0301128172758,13.247169538771988,10.853102754656568,2008-09-09,True,1,1,1,2023-11-01,76.17206894724892,57.05249841872233,46.15384615384615,100.0
8r1p__1__1.A_1.B__1.C,XIP,c350,239.094628656,1.C,3,63.32000000000001,14,18,True,8r1p,TRANSFERASE,2,21,Nc1ccc(C=Cc2ccc(C(=O)O)cc2)cc1,0,8r1p__1__1.A_1.B__1.C__1.C,8r1p__1__1.A_1.B__1.C,3bqr__1__2.A__2.B,50.0,50.0,67.0,67.0,71.0,71.0,90.0,26.0,25.0,25.0,24.0,26.0,25.0,63.0,61.0,61.0,58.0,63.0,61.0,96.0,96.0,92.0,44.0,43.0,43.0,41.0,44.0,42.0,1.C,13.314015756288628,74.69584286427107,0.0,67.84701614643274,0.0,0.0,61.06231453178946,48.17138146396724,67.22625857784396,53.03404843363246,11.982614180659764,9.452951186964926,2008-02-26,True,8r1p__1__1.A_1.B__1.C,4mta__1__1.A__1.B,75.0,64.0,95.0,76.0,93.0,74.0,76.0,98.0,98.0,98.0,94.0,98.0,94.0,98.0,98.0,98.0,93.0,98.0,93.0,100.0,100.0,96.0,100.0,100.0,100.0,95.0,100.0,95.0,1.C,15.04704569235508,76.20667297128551,52.28606901642146,51.90290461914719,0.1653905053598774,39.73741245248031,38.69169107215188,39.446207510551865,38.408149418168925,57.91707145817699,56.39293799875128,11.43575472618986,11.134813812342758,2015-01-14,True,1,2,1,2024-03-20,91.94571836531692,15.606936416184972,21.052631578947366,95.0
8r12__1__1.A_1.B__1.C,XH9,c0,354.12473890800004,1.C,3,60.23,8,25,True,8r12,HYDROLASE,3,22,N#Cc1ccccc1CN1CCCN(C(=O)c2cncc(Cl)c2)CC1,0,8r12__1__1.A_1.B__1.C__1.C,8r12__1__1.A_1.B__1.C,5n19__1__1.A_2.A__1.B,25.0,62.0,100.0,100.0,97.0,97.0,100.0,96.0,96.0,96.0,96.0,96.0,96.0,99.0,99.0,99.0,98.0,99.0,98.0,100.0,100.0,100.0,98.0,98.0,98.0,98.0,98.0,98.0,1.C,9.490015111620147,43.09527633777451,42.99309545741616,53.28089969146499,42.99309545741616,41.70330259369367,53.28089969146499,51.68247270072104,43.09527633777451,41.80241804764127,9.490015111620147,9.205314658271543,2018-02-28,True,8r12__1__1.A_1.B__1.C,6m2n__2__1.B__1.F,62.0,88.0,95.0,73.0,92.0,70.0,73.0,100.0,100.0,100.0,50.0,100.0,50.0,99.0,99.0,99.0,49.0,99.0,49.0,100.0,100.0,50.0,100.0,100.0,100.0,50.0,100.0,50.0,1.C,10.516138212803002,61.09446387811251,17.062678858809814,38.773441918876685,0.20814880425155,12.455755566931163,11.94387520116687,28.30461260077998,27.14140934321368,44.59895863102213,42.76612471467875,7.676780895346191,7.361296748962101,2020-04-15,True,1,2,1,2024-02-07,63.793403677696695,28.942953020134226,9.900990099009901,100.0
7r1i__1__1.A__1.D_1.E_1.F,HEM,c4,616.1772930040001,1.D,8,96.26,21,43,True,7r1i,OXIDOREDUCTASE,6,48,C=CC1=C(C)C2=Cc3c(C)c(CCC(=O)O)c4n3[Fe]35<-N6=C(C=c7c(C=C)c(C)c(n73)=CC1=N->52)C(C)=C(CCC(=O)O)C6=C4,41653,7r1i__1__1.A__1.D_1.E_1.F__1.D,7r1i__1__1.A__1.D_1.E_1.F,1akd__1__1.A__1.C_1.D,24.0,24.0,30.0,23.0,62.0,44.0,63.0,22.0,22.0,22.0,22.0,22.0,22.0,65.0,65.0,65.0,65.0,65.0,65.0,99.0,99.0,99.0,37.0,37.0,37.0,37.0,37.0,37.0,1.D,,,45.47904134858631,,28.651796049609374,20.010778193377977,,,,,,,1997-11-19,True,7r1i__1__1.A__1.D_1.E_1.F,2x5w__1__1.A__1.C_1.E,61.0,54.0,100.0,82.0,92.0,76.0,82.0,100.0,100.0,100.0,100.0,100.0,100.0,92.0,92.0,92.0,92.0,92.0,92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.D,,,76.69943970994093,,1.0,62.89354056215157,58.29157417955511,,,,,,,2010-06-16,True,3,1,3,2023-02-15,100.0,100.0,100.0,82.0
